NN3 //2000 nodos en la capa intermedia, 2500 iteraciones
0	0.542877502714	0.365462032453	246
1	0.394295047337	0.371761439617	13
2	0.331194839294	0.322510406927	19
3	0.346335990896	0.344624439713	23
4	0.294399641917	0.327530300689	56
5	0.308562722578	0.374264283166	143
Total:	0.369610957456	0.351025483761
NN3 //5000 nodos en la capa intermedia, 1000 iteraciones
0	0.507697674161	0.301168646871	254
1	0.330888174793	0.312501611974	9
2	0.273441339728	0.264272437241	16
3	0.338467922394	0.335882515338	19
4	0.280424776004	0.321944155827	60
5	0.265618251096	0.338924165472	142
Total:	0.332756356363	0.312448922121
NN3 //5000 nodos en la capa intermedia, 1700 iteraciones
0	0.496138274953	0.301513102693	268
1	0.292995927844	0.28306342126	4
2	0.330890089179	0.320480030932	7
3	0.328023563901	0.329133473165	18
4	0.275477620408	0.322725405247	58
5	0.27963069216	0.361429670508	145
Total:	0.333859361407	0.319724183967
NN3 //3000 nodos en la capa intermedia
0	0.49907431975	0.295564753344	286
1	0.388517721001	0.367167762341	9
2	0.331743425942	0.325866424494	7
3	0.314354623199	0.313561568462	24
4	0.263729094115	0.300891926259	57
5	0.281419215089	0.342530915934	117
Total:	0.346473066516	0.324263891806
NN3 //3000 nodos en la capa intermedia
0	0.500454202927	0.299631220937	266
1	0.327594504309	0.312776349788	10
2	0.27634475943	0.270956802206	7
3	0.289147130775	0.287508546521	15
4	0.265344255243	0.301666787059	51
5	0.279968194204	0.345404775181	151
Total:	0.323142174482	0.302990746949
NN3
0	0.521849155117	0.316389690865	302
1	0.304229607464	0.286110385293	12
2	0.35370804329	0.338368406211	14
3	0.31825450958	0.317038349381	15
4	0.270786781547	0.307721899852	41
5	0.275332723482	0.3257518884	116
Total:	0.34069347008	0.315230103334
NN4
0	0.527290175057	0.31388050353	359
1	0.313025365203	0.295751005879	8
2	0.267231939338	0.261938256148	13
3	0.299736905223	0.298162232142	26
4	0.290191749485	0.306516935604	34
5	0.304014981034	0.340312957261	60
Total:	0.333581852557	0.302760315094
NN4
0	0.520004203468	0.30496121805	338
1	0.293584224771	0.27810314059	9
2	0.372102192112	0.365394347089	11
3	0.296478399589	0.29400424516	22
4	0.249806687336	0.271840751778	41
5	0.278190580265	0.31898279588	79
Total:	0.33502771459	0.305547749758
NN4
0	0.51331658666	0.313412665978	273
1	0.31780983738	0.301132888767	8
2	0.329076732201	0.319742752716	17
3	0.296769995311	0.298373181645	20
4	0.269372658525	0.304890015628	48
5	0.291570307143	0.350915392661	134
Total:	0.33631935287	0.314744482899
NN4
0	0.519063132108	0.300488881487	317
1	0.28411063929	0.272206320445	9
2	0.33233274979	0.322954914511	15
3	0.318086661807	0.31445430447	24
4	0.266639847498	0.291620145443	40
5	0.291833915024	0.343032022917	95
Total:	0.33534449092	0.307459431546
NN3
0	0.530134964824	0.306541707304	333
1	0.28334332274	0.26671006544	10
2	0.298502166221	0.289646852466	14
3	0.300948530274	0.300957903466	16
4	0.274124727714	0.296703301668	45
5	0.274678140541	0.317142681377	82
Total:	0.326955308719	0.296283751953
NN2
0	0.518449792217	0.292902946384	337
1	0.301980500396	0.290484058001	10
2	0.299435955984	0.288532939299	6
3	0.265953157869	0.265794837155	14
4	0.283028020051	0.306730753423	44
5	0.265064979841	0.316369662587	89
Total:	0.322318734393	0.293469199475
NN2
0	0.523773592715	0.324749541046	277
1	0.309041250668	0.300398065381	6
2	0.331063398319	0.321691922766	9
3	0.295886448861	0.293040536034	24
4	0.261409127564	0.29654988359	49
5	0.265038059532	0.322621670892	135
Total:	0.331035312943	0.309841936618
NN2
0	0.501933575607	0.309156836979	270
1	0.254494093133	0.239265782998	8
2	0.328870879117	0.316942141855	8
3	0.333262744926	0.330417101452	17
4	0.270707275359	0.300176423605	54
5	0.271094679744	0.332378057545	143
Total:	0.326727207981	0.304722724072

NN2 //4000 nodos
0	0.505879199324	0.306839074037	233
1	0.349755974932	0.336215315379	4
2	0.341169839672	0.328185288485	12
3	0.303921605306	0.300745426412	19
4	0.28173286591	0.330238126253	68
5	0.268145965445	0.336846322487	164
Total:	0.341767575098	0.323178258842
NN2 //5000 nodos
0	0.500785696061	0.324303460479	241
1	0.362867807304	0.347941028852	11
2	0.335568413961	0.324526336408	14
3	0.346802081833	0.34530698082	21
4	0.270644404507	0.315442369747	54
5	0.276818320996	0.340461940893	159
Total:	0.348914454111	0.332997019533
